name,video_path,gt_speed,sparse_mag,dense_mag,v_hat_sparse,v_hat_dense,err_sparse,err_dense
indoors_slow,videos/indoors_slow.mp4,1.1,4.078979374567668,1.250862780312697,2.296969511968908,1.7804038881260682,1.1969695119689079,0.6804038881260681
indoors_med,videos/indoors_med.mp4,2.3,6.382591393404391,1.694226833271893,2.5697073066535965,2.5034546230234778,0.26970730665359666,0.20345462302347794
indoors_fast,videos/indoors_fast.mp4,3.1,8.723423292292631,1.9828077949942116,2.846851775691723,2.9740806809053666,0.2531482243082772,0.1259193190946335
outdoors_bright_slow,videos/outdoor_bright_slow.mp4,1.2,0.6152671955277522,0.6042085634668668,1.8868808280199112,0.7258217595250437,0.6868808280199112,0.47417824047495627
outdoors_bright_med,videos/outdoors_bright_med.mp4,2.2,1.0848207623326689,1.346671958615009,1.9424739588290536,1.9366522269777053,0.2575260411709466,0.26334777302229484
outdoors_bright_fast,videos/outdoors_bright_fast.mp4,3.2,1.3372664552779845,1.9785422255963454,1.9723624474324086,2.9671242687485897,1.2276375525675916,0.23287573125141048
outdoors_dark_slow,videos/outdoors_dark_slow.mp4,1.3,1.2382762012879054,1.120226998825868,1.9606424254201233,1.5673593321285564,0.6606424254201233,0.26735933212855634
outdoors_dark_med,videos/outdoors_dark_med.mp4,2.3,1.9711871170080626,1.710450488787431,2.047415938155481,2.5299126228656785,0.252584061844519,0.2299126228656787
outdoors_dark_fast,videos/outdoors_dark_fast.mp4,3.1,3.90774256971818,1.8853787379928781,2.276695807828796,2.8151905976995026,0.8233041921712041,0.28480940230049745
